Order ID,Order Date,Customer ID,Region,Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit
ORD2366,2021-03-27,CUST600,East,Electronics,Laptop,1,500.32,0.15,425.27,79.92
ORD2367,2022-04-29,CUST241,North,Beauty,Perfume,5,533.58,0.15,2267.72,453.13
ORD2368,2021-12-20,CUST178,East,Books,Fiction Book,5,26.02,0.1,117.09,24.32
ORD2369,2020-02-10,CUST253,East,Books,Science Book,1,477.8,0.05,453.91,129.75
ORD2370,2020-03-04,CUST835,East,Clothing,Jacket,5,194.43,0.0,972.15,116.85
ORD2371,2020-01-16,CUST692,East,Electronics,Smartwatch,1,910.2,0.05,864.69,125.65
ORD2372,2022-06-16,CUST139,North,Clothing,Jeans,5,173.39,0.1,780.25,104.49
ORD2373,2023-06-28,CUST492,South,Books,Fiction Book,2,351.42,0.1,632.56,109.93
ORD2374,2021-04-15,CUST419,West,Clothing,T-shirt,3,501.19,0.05,1428.39,266.36
ORD2375,2022-04-20,CUST819,North,Home & Kitchen,Table Lamp,5,267.82,0.0,1339.1,399.44
ORD2376,2020-11-22,CUST122,West,Books,Science Book,2,661.38,0.0,1322.76,339.01
ORD2377,2022-05-14,CUST989,South,Clothing,Jacket,5,40.29,0.15,171.23,39.75
ORD2378,2021-03-10,CUST698,South,Clothing,Sneakers,5,893.28,0.0,4466.4,1210.31
ORD2379,2020-09-01,CUST122,North,Clothing,Sneakers,5,572.89,0.05,2721.23,692.77
ORD2380,2022-10-04,CUST565,North,Books,Biography,4,707.16,0.15,2404.34,609.16
ORD2381,2020-09-14,CUST204,South,Home & Kitchen,Cookware Set,3,842.15,0.05,2400.13,255.54
ORD2382,2023-02-10,CUST253,East,Beauty,Face Cream,4,511.05,0.0,2044.2,332.81
ORD2383,2021-08-04,CUST151,East,Books,Comics,4,713.13,0.05,2709.89,697.25
ORD2384,2022-09-03,CUST539,South,Electronics,Headphones,2,518.89,0.0,1037.78,205.39
ORD2385,2022-11-28,CUST809,East,Electronics,Smartphone,1,677.05,0.1,609.35,95.61
ORD2386,2023-05-26,CUST151,South,Books,Comics,3,101.26,0.05,288.59,64.19
ORD2387,2020-05-04,CUST510,South,Home & Kitchen,Cookware Set,5,494.21,0.1,2223.94,463.64
ORD2388,2020-03-22,CUST680,South,Electronics,Smartphone,4,179.1,0.15,608.94,62.16
ORD2389,2023-01-19,CUST503,West,Home & Kitchen,Table Lamp,5,715.3,0.1,3218.85,416.8
ORD2390,2023-03-18,CUST699,East,Home & Kitchen,Mixer Grinder,1,931.08,0.15,791.42,195.09
ORD2391,2021-06-26,CUST294,North,Electronics,Smartwatch,2,819.94,0.15,1393.9,358.02
ORD2392,2023-01-12,CUST342,East,Beauty,Perfume,3,569.72,0.05,1623.7,338.85
ORD2393,2020-04-14,CUST140,East,Clothing,Jeans,1,365.88,0.1,329.29,75.75
ORD2394,2021-08-17,CUST869,East,Home & Kitchen,Table Lamp,4,687.31,0.0,2749.24,761.83
ORD2395,2022-06-12,CUST529,North,Clothing,Jeans,4,260.2,0.05,988.76,166.95
ORD2396,2021-12-19,CUST771,North,Electronics,Smartphone,5,943.4,0.05,4481.15,1050.5
ORD2397,2023-06-04,CUST779,East,Books,Biography,5,140.31,0.05,666.47,157.31
ORD2398,2021-10-01,CUST702,West,Home & Kitchen,Wall Clock,1,872.68,0.05,829.05,166.22
ORD2399,2020-07-20,CUST977,West,Electronics,Smartphone,2,970.48,0.05,1843.91,536.9
ORD2400,2023-04-16,CUST347,North,Electronics,Smartwatch,3,289.39,0.0,868.17,208.87
ORD2401,2022-03-26,CUST186,West,Beauty,Shampoo,2,108.01,0.1,194.42,50.23
ORD2402,2020-11-23,CUST201,West,Beauty,Perfume,5,145.07,0.1,652.81,177.83
ORD2403,2022-11-05,CUST172,East,Clothing,Sneakers,4,702.72,0.1,2529.79,420.6
ORD2404,2021-05-30,CUST861,South,Home & Kitchen,Cookware Set,4,35.5,0.15,120.7,24.61
ORD2405,2022-07-08,CUST802,East,Home & Kitchen,Table Lamp,2,935.68,0.0,1871.36,520.03
ORD2406,2023-03-29,CUST331,West,Beauty,Face Cream,1,183.62,0.0,183.62,39.27
ORD2407,2022-12-07,CUST307,South,Books,Science Book,1,881.39,0.05,837.32,174.68
ORD2408,2023-05-29,CUST332,West,Books,Science Book,2,497.43,0.15,845.63,121.47
ORD2409,2020-04-18,CUST703,North,Beauty,Face Cream,4,405.18,0.15,1377.61,349.21
ORD2410,2023-02-06,CUST379,North,Home & Kitchen,Table Lamp,3,569.64,0.1,1538.03,169.63
ORD2411,2021-12-01,CUST429,North,Beauty,Lipstick,1,753.26,0.1,677.93,198.15
ORD2412,2021-01-01,CUST625,East,Home & Kitchen,Table Lamp,3,836.35,0.0,2509.05,496.87
ORD2413,2021-08-23,CUST783,North,Home & Kitchen,Wall Clock,4,579.79,0.0,2319.16,291.83
ORD2414,2021-06-22,CUST129,West,Books,Comics,1,359.33,0.05,341.36,101.28
ORD2415,2020-12-01,CUST605,North,Beauty,Face Cream,2,467.14,0.1,840.85,149.42
ORD2416,2021-11-30,CUST513,North,Clothing,T-shirt,2,568.28,0.15,966.08,162.85
ORD2417,2020-06-25,CUST104,South,Electronics,Laptop,2,835.07,0.05,1586.63,458.42
ORD2418,2020-04-02,CUST772,West,Home & Kitchen,Cookware Set,5,623.98,0.1,2807.91,694.28
ORD2419,2022-07-14,CUST377,East,Electronics,Laptop,1,143.23,0.1,128.91,13.97
ORD2420,2021-09-11,CUST347,West,Clothing,Jeans,2,316.88,0.1,570.38,74.5
ORD2421,2023-04-06,CUST235,West,Clothing,Sneakers,1,676.69,0.1,609.02,87.16
ORD2422,2023-05-31,CUST993,North,Beauty,Perfume,3,232.56,0.0,697.68,114.25
ORD2423,2021-01-24,CUST458,South,Home & Kitchen,Cookware Set,4,578.17,0.05,2197.05,445.91
ORD2424,2022-03-14,CUST897,South,Beauty,Face Cream,1,821.31,0.05,780.24,233.13
ORD2425,2020-02-25,CUST661,South,Clothing,Jacket,1,461.36,0.0,461.36,50.78
ORD2426,2021-01-12,CUST355,West,Clothing,Sneakers,3,259.85,0.1,701.6,115.48
ORD2427,2023-03-23,CUST304,East,Books,Comics,3,67.08,0.15,171.05,34.59
ORD2428,2022-05-16,CUST553,South,Beauty,Perfume,4,318.51,0.15,1082.93,306.86
ORD2429,2022-09-12,CUST990,West,Books,Biography,1,435.29,0.15,370.0,75.26
ORD2430,2021-07-13,CUST103,South,Home & Kitchen,Wall Clock,3,25.62,0.05,73.02,20.85
ORD2431,2022-09-12,CUST344,East,Electronics,Laptop,2,231.66,0.15,393.82,46.43
ORD2432,2021-11-22,CUST468,North,Electronics,Smartphone,3,811.32,0.05,2312.26,368.32
ORD2433,2020-07-11,CUST960,West,Home & Kitchen,Mixer Grinder,4,939.95,0.15,3195.83,528.56
ORD2434,2020-08-26,CUST305,South,Beauty,Perfume,3,197.88,0.15,504.59,93.2
ORD2435,2021-05-22,CUST615,East,Electronics,Headphones,4,495.77,0.15,1685.62,283.13
ORD2436,2022-11-26,CUST934,South,Beauty,Face Cream,4,413.31,0.15,1405.25,341.04
ORD2437,2023-02-28,CUST270,West,Home & Kitchen,Table Lamp,3,439.75,0.1,1187.33,138.48
ORD2438,2022-01-05,CUST351,East,Clothing,Jeans,1,226.22,0.0,226.22,43.23
ORD2439,2020-05-29,CUST796,North,Books,Comics,5,479.37,0.1,2157.16,343.24
ORD2440,2021-10-05,CUST238,West,Electronics,Smartwatch,4,526.66,0.0,2106.64,387.22
ORD2441,2021-06-02,CUST769,East,Clothing,T-shirt,3,25.85,0.0,77.55,13.64
ORD2442,2021-11-28,CUST194,South,Electronics,Headphones,1,132.94,0.1,119.65,13.76
ORD2443,2020-09-20,CUST334,North,Home & Kitchen,Mixer Grinder,4,980.46,0.15,3333.56,645.26
ORD2444,2022-09-30,CUST575,South,Clothing,Jeans,5,341.58,0.0,1707.9,221.41
ORD2445,2022-08-06,CUST320,North,Electronics,Laptop,3,373.42,0.15,952.22,253.34
ORD2446,2022-01-07,CUST132,West,Clothing,Sneakers,1,732.92,0.15,622.98,90.72
ORD2447,2022-08-25,CUST132,North,Books,Fiction Book,5,340.15,0.1,1530.67,357.37
ORD2448,2022-02-15,CUST509,East,Beauty,Lipstick,2,949.21,0.05,1803.5,363.26
ORD2449,2020-07-29,CUST418,South,Home & Kitchen,Table Lamp,1,857.56,0.05,814.68,134.78
ORD2450,2023-02-01,CUST443,East,Electronics,Laptop,5,282.82,0.1,1272.69,260.69
ORD2451,2021-11-05,CUST538,North,Electronics,Smartphone,4,487.58,0.1,1755.29,287.2
ORD2452,2022-06-16,CUST559,West,Beauty,Face Cream,1,389.76,0.1,350.78,57.68
ORD2453,2021-07-25,CUST793,South,Home & Kitchen,Mixer Grinder,4,176.45,0.0,705.8,119.82
ORD2454,2022-09-10,CUST805,East,Clothing,T-shirt,2,971.92,0.05,1846.65,216.1
ORD2455,2022-07-16,CUST952,West,Clothing,Jeans,4,626.56,0.0,2506.24,479.38
ORD2456,2020-04-09,CUST315,North,Clothing,Jeans,3,131.14,0.1,354.08,65.37
ORD2457,2023-01-26,CUST287,North,Books,Fiction Book,2,507.7,0.15,863.09,151.54
ORD2458,2021-02-07,CUST544,West,Beauty,Perfume,2,672.15,0.15,1142.65,157.43
ORD2459,2023-05-06,CUST358,South,Beauty,Shampoo,1,887.71,0.05,843.32,126.74
ORD2460,2021-03-18,CUST429,West,Home & Kitchen,Wall Clock,4,637.32,0.15,2166.89,536.97
ORD2461,2021-02-27,CUST315,North,Beauty,Perfume,4,416.07,0.0,1664.28,392.37
ORD2462,2023-02-12,CUST305,West,Books,Fiction Book,3,318.06,0.15,811.05,182.99
ORD2463,2022-09-16,CUST353,West,Beauty,Lipstick,4,694.27,0.05,2638.23,619.79
ORD2464,2022-06-24,CUST246,West,Clothing,Sneakers,2,329.27,0.0,658.54,98.07
ORD2465,2021-10-30,CUST503,West,Home & Kitchen,Table Lamp,2,891.94,0.05,1694.69,451.39
ORD2466,2021-04-03,CUST283,West,Clothing,Jacket,2,216.47,0.05,411.29,48.12
ORD2467,2021-01-24,CUST279,East,Beauty,Shampoo,4,696.26,0.05,2645.79,515.93
ORD2468,2021-05-11,CUST963,North,Home & Kitchen,Table Lamp,4,726.38,0.0,2905.52,722.44
ORD2469,2022-08-05,CUST575,West,Books,Fiction Book,2,151.73,0.05,288.29,81.46
ORD2470,2020-06-25,CUST643,West,Books,Biography,5,893.18,0.05,4242.6,696.24
ORD2471,2020-10-14,CUST456,West,Books,Biography,2,344.35,0.05,654.26,75.67
ORD2472,2021-10-27,CUST617,North,Books,Fiction Book,3,900.8,0.05,2567.28,618.86
ORD2473,2022-08-17,CUST311,North,Books,Comics,2,806.98,0.05,1533.26,279.29
ORD2474,2021-10-29,CUST215,South,Books,Science Book,2,126.29,0.0,252.58,34.49
ORD2475,2022-03-23,CUST667,South,Clothing,T-shirt,5,299.45,0.05,1422.39,237.8
ORD2476,2022-10-05,CUST565,North,Electronics,Smartphone,1,330.51,0.15,280.93,62.53
ORD2477,2023-05-09,CUST979,East,Home & Kitchen,Mixer Grinder,1,503.62,0.15,428.08,115.44
ORD2478,2020-02-02,CUST679,South,Beauty,Lipstick,3,178.54,0.15,455.28,57.54
ORD2479,2022-01-29,CUST576,North,Home & Kitchen,Wall Clock,1,621.98,0.1,559.78,127.66
ORD2480,2022-09-18,CUST322,East,Beauty,Shampoo,4,115.14,0.0,460.56,133.08
ORD2481,2020-01-26,CUST900,East,Beauty,Lipstick,5,114.8,0.1,516.6,98.89
ORD2482,2021-10-03,CUST602,West,Electronics,Headphones,1,403.52,0.15,342.99,55.75
ORD2483,2020-01-27,CUST675,South,Books,Science Book,3,605.57,0.0,1816.71,479.69
ORD2484,2020-11-27,CUST655,North,Electronics,Laptop,4,623.02,0.05,2367.48,249.13
ORD2485,2021-06-23,CUST236,South,Home & Kitchen,Cookware Set,3,12.77,0.1,34.48,8.0
ORD2486,2022-07-29,CUST767,South,Books,Comics,4,519.13,0.05,1972.69,504.5
ORD2487,2021-03-28,CUST142,North,Home & Kitchen,Cookware Set,4,745.72,0.15,2535.45,277.81
ORD2488,2022-06-05,CUST427,East,Electronics,Laptop,4,849.88,0.15,2889.59,790.31
ORD2489,2021-07-24,CUST670,East,Books,Science Book,1,104.5,0.1,94.05,10.25
ORD2490,2021-05-05,CUST934,South,Clothing,Sneakers,3,78.92,0.0,236.76,35.79
ORD2491,2022-09-30,CUST897,North,Clothing,Jacket,5,67.77,0.15,288.02,61.22
ORD2492,2020-01-16,CUST494,South,Beauty,Shampoo,2,873.33,0.0,1746.66,364.45
ORD2493,2023-03-13,CUST752,South,Books,Science Book,2,255.91,0.15,435.05,101.83
ORD2494,2022-05-14,CUST899,South,Clothing,Jeans,1,697.19,0.1,627.47,183.32
ORD2495,2022-05-05,CUST700,East,Books,Science Book,2,45.2,0.0,90.4,20.7
ORD2496,2020-05-30,CUST994,North,Clothing,T-shirt,1,107.25,0.1,96.53,18.15
ORD2497,2022-04-09,CUST745,West,Beauty,Face Cream,2,671.32,0.15,1141.24,202.38
ORD2498,2023-02-02,CUST305,North,Clothing,Jacket,2,946.3,0.1,1703.34,350.2
ORD2499,2021-09-25,CUST278,West,Books,Biography,5,739.58,0.0,3697.9,1024.04
ORD2500,2022-07-11,CUST974,East,Beauty,Lipstick,3,39.29,0.0,117.87,23.03
ORD2501,2022-10-23,CUST510,East,Home & Kitchen,Table Lamp,4,241.98,0.05,919.52,159.07
ORD2502,2022-05-12,CUST130,South,Electronics,Headphones,3,378.22,0.15,964.46,261.86
ORD2503,2022-05-31,CUST553,West,Beauty,Lipstick,4,551.42,0.1,1985.11,571.11
ORD2504,2022-01-14,CUST295,South,Books,Biography,4,142.46,0.05,541.35,75.14
ORD2505,2020-03-12,CUST912,West,Clothing,Jeans,5,94.63,0.05,449.49,87.13
ORD2506,2021-12-19,CUST282,North,Beauty,Shampoo,3,926.11,0.05,2639.41,302.17
ORD2507,2021-09-07,CUST727,West,Home & Kitchen,Mixer Grinder,3,317.8,0.15,810.39,133.36
ORD2508,2020-05-01,CUST753,South,Clothing,T-shirt,5,548.09,0.1,2466.41,401.75
ORD2509,2022-09-19,CUST361,South,Clothing,Jeans,5,89.03,0.0,445.15,129.79
ORD2510,2023-03-07,CUST117,North,Home & Kitchen,Wall Clock,2,718.85,0.15,1222.05,152.99
ORD2511,2021-04-01,CUST790,East,Home & Kitchen,Cookware Set,5,10.13,0.15,43.05,6.74
ORD2512,2020-04-14,CUST967,South,Clothing,Jacket,3,915.09,0.1,2470.74,603.29
ORD2513,2021-01-06,CUST450,West,Beauty,Lipstick,5,709.22,0.0,3546.1,594.28
ORD2514,2022-01-11,CUST343,South,Home & Kitchen,Mixer Grinder,5,354.81,0.15,1507.94,376.89
ORD2515,2021-01-20,CUST835,North,Beauty,Perfume,3,127.68,0.05,363.89,93.97
ORD2516,2020-02-02,CUST373,East,Books,Science Book,4,219.66,0.1,790.78,84.78
ORD2517,2020-03-05,CUST172,West,Electronics,Laptop,3,531.93,0.05,1516.0,271.05
ORD2518,2020-03-22,CUST588,South,Electronics,Smartphone,5,601.21,0.1,2705.45,689.68
ORD2519,2022-08-07,CUST738,West,Clothing,Sneakers,2,856.83,0.1,1542.29,364.46
ORD2520,2020-05-06,CUST907,North,Home & Kitchen,Cookware Set,2,365.6,0.0,731.2,127.73
ORD2521,2020-11-08,CUST948,East,Books,Fiction Book,3,810.11,0.0,2430.33,695.92
ORD2522,2020-04-29,CUST154,West,Home & Kitchen,Mixer Grinder,3,799.82,0.1,2159.51,526.62
ORD2523,2022-12-09,CUST218,South,Electronics,Smartphone,5,86.64,0.05,411.54,71.59
ORD2524,2022-09-04,CUST785,East,Books,Biography,4,229.16,0.0,916.64,109.33
ORD2525,2021-05-20,CUST705,North,Books,Biography,2,415.89,0.1,748.6,205.61
ORD2526,2023-05-27,CUST541,East,Beauty,Perfume,4,938.26,0.1,3377.74,596.16
ORD2527,2021-11-13,CUST102,South,Books,Fiction Book,2,965.39,0.0,1930.78,359.81
ORD2528,2020-02-14,CUST816,North,Clothing,T-shirt,3,776.23,0.05,2212.26,276.52
ORD2529,2021-12-06,CUST512,North,Home & Kitchen,Mixer Grinder,5,13.24,0.1,59.58,9.27
ORD2530,2022-05-13,CUST954,East,Clothing,Jeans,4,651.07,0.1,2343.85,384.83
ORD2531,2021-01-31,CUST712,South,Beauty,Lipstick,3,555.36,0.1,1499.47,279.42
ORD2532,2023-04-01,CUST143,North,Beauty,Lipstick,3,858.45,0.15,2189.05,337.47
ORD2533,2023-06-10,CUST857,South,Beauty,Shampoo,5,753.31,0.05,3578.22,826.54
ORD2534,2022-07-22,CUST787,South,Beauty,Face Cream,5,485.37,0.0,2426.85,451.73
ORD2535,2020-06-26,CUST953,North,Home & Kitchen,Mixer Grinder,5,849.2,0.15,3609.1,616.22
ORD2536,2020-07-23,CUST456,West,Home & Kitchen,Mixer Grinder,5,27.75,0.05,131.81,22.06
ORD2537,2023-01-25,CUST779,North,Beauty,Face Cream,3,895.27,0.15,2282.94,291.9
ORD2538,2020-12-15,CUST641,North,Beauty,Shampoo,2,482.52,0.1,868.54,191.59
ORD2539,2023-05-08,CUST538,North,Books,Science Book,4,17.58,0.1,63.29,16.65
ORD2540,2022-09-16,CUST789,West,Home & Kitchen,Wall Clock,1,327.28,0.0,327.28,51.01
ORD2541,2022-02-26,CUST797,East,Beauty,Lipstick,1,662.92,0.1,596.63,154.99
ORD2542,2021-10-26,CUST335,South,Clothing,Sneakers,3,148.63,0.15,379.01,38.77
ORD2543,2020-08-10,CUST131,East,Beauty,Face Cream,4,356.46,0.0,1425.84,215.95
ORD2544,2020-05-25,CUST230,West,Electronics,Smartwatch,2,377.84,0.05,717.9,178.66
ORD2545,2022-09-18,CUST343,West,Home & Kitchen,Mixer Grinder,5,76.8,0.0,384.0,69.48
ORD2546,2021-11-09,CUST889,East,Electronics,Laptop,2,596.66,0.05,1133.65,301.02
ORD2547,2023-05-18,CUST117,South,Books,Comics,3,328.39,0.1,886.65,219.05
ORD2548,2022-01-14,CUST646,West,Clothing,T-shirt,4,506.29,0.05,1923.9,252.71
ORD2549,2020-08-13,CUST261,West,Books,Science Book,2,627.59,0.0,1255.18,224.84
